order_id,customer_id,order_date,quantity,unit_price,branch_id
ORD-1046,CUST-106,2026-01-02 22:00:00,4,283.08,BR-1
ORD-1047,CUST-120,2026-01-02 23:00:00,9,431.71,BR-2
ORD-1048,CUST-172,2026-01-03 00:00:00,5,272.18,BR-1
ORD-1049,CUST-138,2026-01-03 01:00:00,9,100.39,BR-3
ORD-1050,CUST-117,2026-01-03 02:00:00,4,156.8,BR-2
ORD-1051,CUST-103,2026-01-03 03:00:00,5,161.87,BR-1
ORD-1052,CUST-188,2026-01-03 04:00:00,9,204.69,BR-4
ORD-1053,CUST-159,2026-01-03 05:00:00,8,219.13,BR-4
ORD-1054,CUST-113,2026-01-03 06:00:00,3,401.89,BR-1
ORD-1055,CUST-108,2026-01-03 07:00:00,1,181.2,BR-4
ORD-1056,CUST-189,2026-01-03 08:00:00,3,239.43,BR-4
ORD-1057,CUST-152,2026-01-03 09:00:00,4,316.24,BR-4
ORD-1058,CUST-101,2026-01-03 10:00:00,2,195.09,BR-2
ORD-1059,CUST-183,2026-01-03 11:00:00,1,419.92,BR-4
ORD-1060,CUST-191,2026-01-03 12:00:00,7,297.85,BR-4
ORD-1061,CUST-159,2026-01-03 13:00:00,8,154.08,BR-4
ORD-1062,CUST-170,2026-01-03 14:00:00,7,359.89,BR-2
ORD-1063,CUST-143,2026-01-03 15:00:00,5,268.55,BR-1
ORD-1064,CUST-107,2026-01-03 16:00:00,1,271.88,BR-3
ORD-1065,CUST-146,2026-01-03 17:00:00,7,245.73,BR-4
ORD-1066,CUST-134,2026-01-03 18:00:00,7,253.54,BR-1
ORD-1067,CUST-177,2026-01-03 19:00:00,9,385.02,BR-4
ORD-1068,CUST-180,2026-01-03 20:00:00,3,60.46,BR-2
ORD-1069,CUST-135,2026-01-03 21:00:00,9,173.84,BR-1
ORD-1070,CUST-149,2026-01-03 22:00:00,1,47.0,BR-2
ORD-1071,CUST-103,2026-01-03 23:00:00,1,379.09,BR-4
ORD-1072,CUST-101,2026-01-04 00:00:00,4,143.43,BR-4
ORD-1073,CUST-105,2026-01-04 01:00:00,9,449.74,BR-2
ORD-1074,CUST-153,2026-01-04 02:00:00,6,268.02,BR-3
ORD-1075,CUST-103,2026-01-04 03:00:00,3,402.37,BR-2
ORD-1076,CUST-153,2026-01-04 04:00:00,1,489.68,BR-4
ORD-1077,CUST-192,2026-01-04 05:00:00,4,421.5,BR-2
ORD-1078,CUST-162,2026-01-04 06:00:00,9,434.83,BR-3
ORD-1079,CUST-117,2026-01-04 07:00:00,3,209.91,BR-2
ORD-1080,CUST-189,2026-01-04 08:00:00,9,280.34,BR-3
ORD-1081,CUST-143,2026-01-04 09:00:00,7,134.41,BR-3
ORD-1082,CUST-133,2026-01-04 10:00:00,4,106.1,BR-2
ORD-1083,CUST-173,2026-01-04 11:00:00,3,257.7,BR-2
ORD-1084,CUST-161,2026-01-04 12:00:00,5,301.57,BR-1
ORD-1085,CUST-199,2026-01-04 13:00:00,5,176.24,BR-4
ORD-1086,CUST-113,2026-01-04 14:00:00,3,289.03,BR-3
ORD-1087,CUST-194,2026-01-04 15:00:00,9,444.86,BR-1
ORD-1088,CUST-147,2026-01-04 16:00:00,4,282.79,BR-2
ORD-1089,CUST-114,2026-01-04 17:00:00,5,363.2,BR-4
ORD-1090,CUST-171,2026-01-04 18:00:00,4,404.6,BR-1
ORD-1091,CUST-177,2026-01-04 19:00:00,5,494.48,BR-3
ORD-1092,CUST-186,2026-01-04 20:00:00,7,305.57,BR-1
ORD-1093,CUST-161,2026-01-04 21:00:00,9,405.36,BR-3
ORD-1094,CUST-139,2026-01-04 22:00:00,7,481.7,BR-2
ORD-1095,CUST-184,2026-01-04 23:00:00,5,472.76,BR-4
ORD-1096,CUST-179,2026-01-05 00:00:00,7,79.13,BR-4
ORD-1097,CUST-181,2026-01-05 01:00:00,5,209.13,BR-4
ORD-1098,CUST-152,2026-01-05 02:00:00,3,168.76,BR-2
ORD-1099,CUST-123,2026-01-05 03:00:00,7,52.59,BR-3
ORD-1100,CUST-125,2026-01-05 04:00:00,2,320.29,BR-2
ORD-1101,CUST-188,2026-01-05 05:00:00,9,370.59,BR-4
ORD-1102,CUST-159,2026-01-05 06:00:00,1,425.58,BR-2
ORD-1103,CUST-140,2026-01-05 07:00:00,6,70.16,BR-2
ORD-1104,CUST-128,2026-01-05 08:00:00,7,439.46,BR-2
ORD-1105,CUST-114,2026-01-05 09:00:00,8,325.03,BR-3
ORD-1106,CUST-144,2026-01-05 10:00:00,9,354.93,BR-1
ORD-1107,CUST-164,2026-01-05 11:00:00,2,456.21,BR-1
ORD-1108,CUST-188,2026-01-05 12:00:00,2,316.13,BR-2
ORD-1109,CUST-170,2026-01-05 13:00:00,5,174.57,BR-1
ORD-1110,CUST-108,2026-01-05 14:00:00,5,414.3,BR-1
ORD-1111,CUST-187,2026-01-05 15:00:00,6,187.9,BR-2
ORD-1112,CUST-100,2026-01-05 16:00:00,3,26.77,BR-2
ORD-1113,CUST-107,2026-01-05 17:00:00,8,417.02,BR-4
ORD-1114,CUST-187,2026-01-05 18:00:00,1,179.14,BR-1
ORD-1115,CUST-162,2026-01-05 19:00:00,6,389.18,BR-3
ORD-1116,CUST-110,2026-01-05 20:00:00,4,187.75,BR-2
ORD-1117,CUST-180,2026-01-05 21:00:00,1,431.92,BR-4
ORD-1118,CUST-107,2026-01-05 22:00:00,7,117.56,BR-3
ORD-1119,CUST-134,2026-01-05 23:00:00,9,487.53,BR-1
ORD-1120,CUST-134,2026-01-06 00:00:00,4,392.08,BR-4
ORD-1121,CUST-132,2026-01-06 01:00:00,4,65.98,BR-2
ORD-1122,CUST-104,2026-01-06 02:00:00,6,287.23,BR-3
ORD-1123,CUST-140,2026-01-06 03:00:00,3,492.83,BR-2
ORD-1124,CUST-127,2026-01-06 04:00:00,6,240.82,BR-1
ORD-1125,CUST-106,2026-01-06 05:00:00,7,99.23,BR-3
ORD-1126,CUST-172,2026-01-06 06:00:00,3,247.54,BR-1
ORD-1127,CUST-171,2026-01-06 07:00:00,7,261.1,BR-1
ORD-1128,CUST-111,2026-01-06 08:00:00,3,373.43,BR-4
ORD-1129,CUST-133,2026-01-06 09:00:00,2,352.43,BR-2
ORD-1130,CUST-132,2026-01-06 10:00:00,4,207.25,BR-3
ORD-1131,CUST-147,2026-01-06 11:00:00,8,116.83,BR-1
ORD-1132,CUST-122,2026-01-06 12:00:00,9,326.08,BR-1
ORD-1133,CUST-161,2026-01-06 13:00:00,7,216.63,BR-3
ORD-1134,CUST-187,2026-01-06 14:00:00,1,74.82,BR-1
ORD-1135,CUST-136,2026-01-06 15:00:00,3,451.28,BR-4
ORD-1136,CUST-198,2026-01-06 16:00:00,9,348.7,BR-4
ORD-1137,CUST-143,2026-01-06 17:00:00,1,344.76,BR-4
ORD-1138,CUST-185,2026-01-06 18:00:00,9,413.07,BR-4
ORD-1139,CUST-190,2026-01-06 19:00:00,8,269.53,BR-1
ORD-1140,CUST-134,2026-01-06 20:00:00,1,409.38,BR-3
ORD-1141,CUST-164,2026-01-06 21:00:00,6,254.06,BR-3
ORD-1142,CUST-198,2026-01-06 22:00:00,5,42.92,BR-3
ORD-1143,CUST-146,2026-01-06 23:00:00,6,208.57,BR-3
ORD-1144,CUST-177,2026-01-07 00:00:00,5,253.76,BR-2
ORD-1145,CUST-102,2026-01-07 01:00:00,6,362.9,BR-3
ORD-1146,CUST-100,2026-01-07 02:00:00,5,62.22,BR-2
ORD-1147,CUST-104,2026-01-07 03:00:00,5,78.61,BR-2
ORD-1148,CUST-189,2026-01-07 04:00:00,4,139.21,BR-4
ORD-1149,CUST-113,2026-01-07 05:00:00,3,140.58,BR-2
ORD-1150,CUST-126,2026-01-07 06:00:00,3,368.77,BR-1
ORD-1151,CUST-108,2026-01-07 07:00:00,4,132.86,BR-2
ORD-1152,CUST-178,2026-01-07 08:00:00,9,320.22,BR-4
ORD-1153,CUST-114,2026-01-07 09:00:00,2,252.19,BR-2
ORD-1154,CUST-189,2026-01-07 10:00:00,9,290.91,BR-1
ORD-1155,CUST-141,2026-01-07 11:00:00,1,420.67,BR-1
ORD-1156,CUST-176,2026-01-07 12:00:00,1,208.15,BR-1
ORD-1157,CUST-150,2026-01-07 13:00:00,5,387.75,BR-4
ORD-1158,CUST-162,2026-01-07 14:00:00,6,216.8,BR-4
ORD-1159,CUST-195,2026-01-07 15:00:00,6,183.4,BR-3
ORD-1160,CUST-151,2026-01-07 16:00:00,3,479.73,BR-4
ORD-1161,CUST-195,2026-01-07 17:00:00,7,100.34,BR-1
ORD-1162,CUST-103,2026-01-07 18:00:00,9,54.27,BR-1
ORD-1163,CUST-193,2026-01-07 19:00:00,8,387.78,BR-4
ORD-1164,CUST-122,2026-01-07 20:00:00,6,43.44,BR-2
ORD-1165,CUST-114,2026-01-07 21:00:00,8,420.17,BR-4
ORD-1166,CUST-142,2026-01-07 22:00:00,5,224.22,BR-4
ORD-1167,CUST-128,2026-01-07 23:00:00,8,458.6,BR-1
ORD-1168,CUST-135,2026-01-08 00:00:00,4,363.55,BR-3
ORD-1169,CUST-112,2026-01-08 01:00:00,8,309.1,BR-1
ORD-1170,CUST-131,2026-01-08 02:00:00,2,475.16,BR-3
ORD-1171,CUST-170,2026-01-08 03:00:00,5,204.36,BR-1
ORD-1172,CUST-158,2026-01-08 04:00:00,9,477.5,BR-4
ORD-1173,CUST-185,2026-01-08 05:00:00,4,76.15,BR-1
ORD-1174,CUST-127,2026-01-08 06:00:00,6,247.04,BR-1
ORD-1175,CUST-165,2026-01-08 07:00:00,1,142.26,BR-1
ORD-1176,CUST-141,2026-01-08 08:00:00,9,274.52,BR-4
ORD-1177,CUST-144,2026-01-08 09:00:00,1,89.39,BR-4
ORD-1178,CUST-161,2026-01-08 10:00:00,5,422.35,BR-4
ORD-1179,CUST-156,2026-01-08 11:00:00,4,424.74,BR-4
ORD-1180,CUST-105,2026-01-08 12:00:00,3,478.07,BR-3
ORD-1181,CUST-127,2026-01-08 13:00:00,6,85.79,BR-3
ORD-1182,CUST-127,2026-01-08 14:00:00,2,315.43,BR-2
ORD-1183,CUST-143,2026-01-08 15:00:00,3,242.38,BR-4
ORD-1184,CUST-183,2026-01-08 16:00:00,5,178.75,BR-3
ORD-1185,CUST-129,2026-01-08 17:00:00,9,182.25,BR-1
ORD-1186,CUST-161,2026-01-08 18:00:00,2,212.27,BR-4
ORD-1187,CUST-174,2026-01-08 19:00:00,8,355.41,BR-2
ORD-1188,CUST-191,2026-01-08 20:00:00,2,303.16,BR-2
ORD-1189,CUST-188,2026-01-08 21:00:00,5,235.24,BR-2
ORD-1190,CUST-161,2026-01-08 22:00:00,7,47.21,BR-1
ORD-1191,CUST-196,2026-01-08 23:00:00,8,48.11,BR-3
ORD-1192,CUST-100,2026-01-09 00:00:00,1,11.15,BR-1
ORD-1193,CUST-126,2026-01-09 01:00:00,6,484.17,BR-4
ORD-1194,CUST-161,2026-01-09 02:00:00,1,12.57,BR-2
ORD-1195,CUST-176,2026-01-09 03:00:00,2,60.52,BR-1
ORD-1196,CUST-102,2026-01-09 04:00:00,1,164.15,BR-1
ORD-1197,CUST-169,2026-01-09 05:00:00,5,405.64,BR-3
ORD-1198,CUST-171,2026-01-09 06:00:00,9,481.43,BR-3
ORD-1199,CUST-126,2026-01-09 07:00:00,6,397.11,BR-2
ORD-1200,CUST-108,2026-01-09 08:00:00,1,348.37,BR-1
ORD-1201,CUST-161,2026-01-09 09:00:00,1,265.44,BR-1
ORD-1202,CUST-136,2026-01-09 10:00:00,2,52.49,BR-3
ORD-1203,CUST-196,2026-01-09 11:00:00,9,479.5,BR-1
ORD-1204,CUST-150,2026-01-09 12:00:00,3,381.61,BR-1
ORD-1205,CUST-143,2026-01-09 13:00:00,1,323.09,BR-1
ORD-1206,CUST-123,2026-01-09 14:00:00,5,381.93,BR-3
ORD-1207,CUST-178,2026-01-09 15:00:00,7,364.81,BR-2
ORD-1208,CUST-158,2026-01-09 16:00:00,6,322.24,BR-4
ORD-1209,CUST-131,2026-01-09 17:00:00,1,490.48,BR-2
ORD-1210,CUST-195,2026-01-09 18:00:00,5,452.65,BR-4
ORD-1211,CUST-187,2026-01-09 19:00:00,5,326.87,BR-1
ORD-1212,CUST-151,2026-01-09 20:00:00,6,349.66,BR-2
ORD-1213,CUST-161,2026-01-09 21:00:00,3,35.28,BR-4
ORD-1214,CUST-157,2026-01-09 22:00:00,5,338.26,BR-3
ORD-1215,CUST-151,2026-01-09 23:00:00,7,31.64,BR-3
ORD-1216,CUST-111,2026-01-10 00:00:00,5,298.25,BR-2
ORD-1217,CUST-138,2026-01-10 01:00:00,5,499.68,BR-2
ORD-1218,CUST-101,2026-01-10 02:00:00,5,282.35,BR-1
ORD-1219,CUST-102,2026-01-10 03:00:00,3,241.87,BR-2
ORD-1220,CUST-155,2026-01-10 04:00:00,1,163.3,BR-1
ORD-1221,CUST-180,2026-01-10 05:00:00,5,69.06,BR-1
ORD-1222,CUST-158,2026-01-10 06:00:00,9,368.2,BR-3
ORD-1223,CUST-101,2026-01-10 07:00:00,1,104.37,BR-3
ORD-1224,CUST-101,2026-01-10 08:00:00,3,66.49,BR-4
ORD-1225,CUST-191,2026-01-10 09:00:00,4,216.66,BR-3
ORD-1226,CUST-153,2026-01-10 10:00:00,1,399.72,BR-3
ORD-1227,CUST-186,2026-01-10 11:00:00,1,375.08,BR-2
ORD-1228,CUST-195,2026-01-10 12:00:00,8,36.89,BR-3
ORD-1229,CUST-196,2026-01-10 13:00:00,2,233.02,BR-4
ORD-1230,CUST-100,2026-01-10 14:00:00,8,265.99,BR-2
ORD-1231,CUST-118,2026-01-10 15:00:00,7,325.83,BR-4
ORD-1232,CUST-101,2026-01-10 16:00:00,2,328.58,BR-3
ORD-1233,CUST-152,2026-01-10 17:00:00,6,188.7,BR-4
ORD-1234,CUST-143,2026-01-10 18:00:00,6,284.73,BR-2
ORD-1235,CUST-189,2026-01-10 19:00:00,3,245.72,BR-1
ORD-1236,CUST-131,2026-01-10 20:00:00,2,443.65,BR-4
ORD-1237,CUST-169,2026-01-10 21:00:00,1,269.83,BR-4
ORD-1238,CUST-131,2026-01-10 22:00:00,6,226.11,BR-2
ORD-1239,CUST-167,2026-01-10 23:00:00,5,208.2,BR-2
ORD-1240,CUST-154,2026-01-11 00:00:00,9,290.49,BR-4
ORD-1241,CUST-174,2026-01-11 01:00:00,1,403.95,BR-3
ORD-1242,CUST-155,2026-01-11 02:00:00,7,273.82,BR-4
ORD-1243,CUST-116,2026-01-11 03:00:00,5,334.21,BR-2
ORD-1244,CUST-137,2026-01-11 04:00:00,5,371.55,BR-1
ORD-1245,CUST-123,2026-01-11 05:00:00,2,264.88,BR-1
ORD-1246,CUST-168,2026-01-11 06:00:00,3,219.14,BR-3
ORD-1247,CUST-197,2026-01-11 07:00:00,7,439.57,BR-4
ORD-1248,CUST-169,2026-01-11 08:00:00,6,214.58,BR-1
ORD-1249,CUST-185,2026-01-11 09:00:00,2,236.35,BR-4
ORD-1250,CUST-110,2026-01-11 10:00:00,6,495.27,BR-2
ORD-1251,CUST-115,2026-01-11 11:00:00,2,10.12,BR-1
ORD-1252,CUST-196,2026-01-11 12:00:00,2,100.88,BR-3
ORD-1253,CUST-172,2026-01-11 13:00:00,2,198.14,BR-2
ORD-1254,CUST-158,2026-01-11 14:00:00,3,466.97,BR-3
ORD-1255,CUST-169,2026-01-11 15:00:00,2,44.31,BR-2
ORD-1256,CUST-179,2026-01-11 16:00:00,4,14.65,BR-1
ORD-1257,CUST-192,2026-01-11 17:00:00,9,35.82,BR-3
ORD-1258,CUST-102,2026-01-11 18:00:00,6,53.39,BR-3
ORD-1259,CUST-119,2026-01-11 19:00:00,1,28.42,BR-2
ORD-1260,CUST-158,2026-01-11 20:00:00,8,245.09,BR-3
ORD-1261,CUST-135,2026-01-11 21:00:00,7,294.57,BR-2
ORD-1262,CUST-118,2026-01-11 22:00:00,3,143.13,BR-2
ORD-1263,CUST-189,2026-01-11 23:00:00,1,205.16,BR-2
ORD-1264,CUST-166,2026-01-12 00:00:00,5,54.93,BR-2
ORD-1265,CUST-118,2026-01-12 01:00:00,4,174.82,BR-1
ORD-1266,CUST-119,2026-01-12 02:00:00,8,266.03,BR-2
ORD-1267,CUST-195,2026-01-12 03:00:00,1,368.81,BR-4
ORD-1268,CUST-170,2026-01-12 04:00:00,1,11.64,BR-3
ORD-1269,CUST-151,2026-01-12 05:00:00,4,238.98,BR-4
ORD-1270,CUST-132,2026-01-12 06:00:00,8,155.53,BR-1
ORD-1271,CUST-139,2026-01-12 07:00:00,5,427.88,BR-4
ORD-1272,CUST-138,2026-01-12 08:00:00,2,360.62,BR-3
ORD-1273,CUST-181,2026-01-12 09:00:00,6,298.66,BR-4
ORD-1274,CUST-100,2026-01-12 10:00:00,5,145.86,BR-1
ORD-1275,CUST-110,2026-01-12 11:00:00,2,456.07,BR-2
ORD-1276,CUST-191,2026-01-12 12:00:00,3,32.1,BR-4
ORD-1277,CUST-156,2026-01-12 13:00:00,9,63.64,BR-1
ORD-1278,CUST-188,2026-01-12 14:00:00,7,201.9,BR-1
ORD-1279,CUST-149,2026-01-12 15:00:00,7,70.97,BR-3
ORD-1280,CUST-122,2026-01-12 16:00:00,6,478.64,BR-3
ORD-1281,CUST-130,2026-01-12 17:00:00,8,401.01,BR-4
ORD-1282,CUST-193,2026-01-12 18:00:00,4,136.9,BR-2
ORD-1283,CUST-141,2026-01-12 19:00:00,8,298.39,BR-1
ORD-1284,CUST-198,2026-01-12 20:00:00,4,491.34,BR-4
ORD-1285,CUST-106,2026-01-12 21:00:00,8,443.26,BR-1
ORD-1286,CUST-115,2026-01-12 22:00:00,9,304.39,BR-1
ORD-1287,CUST-189,2026-01-12 23:00:00,3,452.82,BR-2
ORD-1288,CUST-159,2026-01-13 00:00:00,3,494.7,BR-2
ORD-1289,CUST-101,2026-01-13 01:00:00,2,374.24,BR-4
ORD-1290,CUST-100,2026-01-13 02:00:00,3,41.84,BR-2
ORD-1291,CUST-147,2026-01-13 03:00:00,3,206.77,BR-2
ORD-1292,CUST-111,2026-01-13 04:00:00,5,420.53,BR-4
ORD-1293,CUST-168,2026-01-13 05:00:00,5,122.98,BR-2
ORD-1294,CUST-136,2026-01-13 06:00:00,2,417.01,BR-3
ORD-1295,CUST-131,2026-01-13 07:00:00,6,68.97,BR-1
ORD-1296,CUST-108,2026-01-13 08:00:00,5,33.0,BR-1
ORD-1297,CUST-198,2026-01-13 09:00:00,6,198.2,BR-1
ORD-1298,CUST-118,2026-01-13 10:00:00,1,28.0,BR-1
ORD-1299,CUST-147,2026-01-13 11:00:00,5,479.06,BR-4
ORD-1300,CUST-179,2026-01-13 12:00:00,9,414.84,BR-1
ORD-1301,CUST-102,2026-01-13 13:00:00,2,402.38,BR-1
ORD-1302,CUST-119,2026-01-13 14:00:00,1,318.59,BR-1
ORD-1303,CUST-123,2026-01-13 15:00:00,9,116.0,BR-1
ORD-1304,CUST-153,2026-01-13 16:00:00,9,263.95,BR-3
ORD-1305,CUST-132,2026-01-13 17:00:00,9,302.66,BR-1
ORD-1306,CUST-123,2026-01-13 18:00:00,6,267.27,BR-3
ORD-1307,CUST-174,2026-01-13 19:00:00,8,137.51,BR-4
ORD-1308,CUST-171,2026-01-13 20:00:00,1,262.47,BR-2
ORD-1309,CUST-135,2026-01-13 21:00:00,4,250.68,BR-1
ORD-1310,CUST-137,2026-01-13 22:00:00,1,498.2,BR-2
ORD-1311,CUST-183,2026-01-13 23:00:00,8,449.74,BR-2
ORD-1312,CUST-198,2026-01-14 00:00:00,1,237.06,BR-4
ORD-1313,CUST-188,2026-01-14 01:00:00,3,315.24,BR-2
ORD-1314,CUST-198,2026-01-14 02:00:00,4,376.46,BR-3
ORD-1315,CUST-124,2026-01-14 03:00:00,8,27.08,BR-2
ORD-1316,CUST-192,2026-01-14 04:00:00,6,448.51,BR-2
ORD-1317,CUST-117,2026-01-14 05:00:00,7,431.46,BR-2
ORD-1318,CUST-181,2026-01-14 06:00:00,8,234.14,BR-1
ORD-1319,CUST-165,2026-01-14 07:00:00,2,201.67,BR-1
ORD-1320,CUST-153,2026-01-14 08:00:00,8,143.75,BR-3
ORD-1321,CUST-134,2026-01-14 09:00:00,3,243.57,BR-3
ORD-1322,CUST-179,2026-01-14 10:00:00,7,31.74,BR-1
ORD-1323,CUST-160,2026-01-14 11:00:00,3,427.57,BR-3
ORD-1324,CUST-140,2026-01-14 12:00:00,7,27.36,BR-1
ORD-1325,CUST-199,2026-01-14 13:00:00,2,171.24,BR-4
ORD-1326,CUST-132,2026-01-14 14:00:00,6,466.48,BR-2
ORD-1327,CUST-167,2026-01-14 15:00:00,3,370.25,BR-2
ORD-1328,CUST-132,2026-01-14 16:00:00,3,147.88,BR-3
ORD-1329,CUST-113,2026-01-14 17:00:00,9,133.8,BR-1
ORD-1330,CUST-120,2026-01-14 18:00:00,7,12.49,BR-1
ORD-1331,CUST-147,2026-01-14 19:00:00,5,350.9,BR-3
ORD-1332,CUST-119,2026-01-14 20:00:00,7,33.9,BR-1
ORD-1333,CUST-107,2026-01-14 21:00:00,9,270.98,BR-4
ORD-1334,CUST-106,2026-01-14 22:00:00,1,481.44,BR-2
ORD-1335,CUST-166,2026-01-14 23:00:00,7,63.64,BR-3
ORD-1336,CUST-116,2026-01-15 00:00:00,6,448.3,BR-3
ORD-1337,CUST-132,2026-01-15 01:00:00,9,495.82,BR-1
ORD-1338,CUST-147,2026-01-15 02:00:00,1,40.14,BR-3
ORD-1339,CUST-175,2026-01-15 03:00:00,4,442.62,BR-4
ORD-1340,CUST-158,2026-01-15 04:00:00,9,262.88,BR-1
ORD-1341,CUST-185,2026-01-15 05:00:00,4,454.19,BR-1
ORD-1342,CUST-121,2026-01-15 06:00:00,3,289.95,BR-1
ORD-1343,CUST-129,2026-01-15 07:00:00,9,334.43,BR-1
ORD-1344,CUST-137,2026-01-15 08:00:00,2,276.45,BR-4
ORD-1345,CUST-150,2026-01-15 09:00:00,4,433.6,BR-1
ORD-1346,CUST-153,2026-01-15 10:00:00,6,369.62,BR-3
ORD-1347,CUST-107,2026-01-15 11:00:00,2,265.42,BR-4
ORD-1348,CUST-126,2026-01-15 12:00:00,8,435.4,BR-2
ORD-1349,CUST-126,2026-01-15 13:00:00,8,130.19,BR-2
ORD-1350,CUST-197,2026-01-15 14:00:00,1,87.1,BR-3
ORD-1351,CUST-120,2026-01-15 15:00:00,3,88.6,BR-3
ORD-1352,CUST-129,2026-01-15 16:00:00,9,173.66,BR-4
ORD-1353,CUST-196,2026-01-15 17:00:00,5,126.96,BR-2
ORD-1354,CUST-127,2026-01-15 18:00:00,6,465.74,BR-2
ORD-1355,CUST-163,2026-01-15 19:00:00,4,61.86,BR-2
ORD-1356,CUST-196,2026-01-15 20:00:00,2,352.51,BR-2
ORD-1357,CUST-168,2026-01-15 21:00:00,8,102.72,BR-2
ORD-1358,CUST-160,2026-01-15 22:00:00,6,442.0,BR-1
ORD-1359,CUST-147,2026-01-15 23:00:00,5,481.04,BR-3
ORD-1360,CUST-118,2026-01-16 00:00:00,9,238.08,BR-1
ORD-1361,CUST-103,2026-01-16 01:00:00,1,440.75,BR-2
ORD-1362,CUST-134,2026-01-16 02:00:00,5,12.52,BR-4
ORD-1363,CUST-163,2026-01-16 03:00:00,6,411.77,BR-4
ORD-1364,CUST-148,2026-01-16 04:00:00,5,122.03,BR-2
ORD-1365,CUST-116,2026-01-16 05:00:00,6,455.26,BR-2
ORD-1366,CUST-143,2026-01-16 06:00:00,6,10.55,BR-4
ORD-1367,CUST-191,2026-01-16 07:00:00,7,282.53,BR-1
ORD-1368,CUST-129,2026-01-16 08:00:00,4,380.75,BR-1
ORD-1369,CUST-192,2026-01-16 09:00:00,8,136.76,BR-2
ORD-1370,CUST-145,2026-01-16 10:00:00,7,104.64,BR-1
ORD-1371,CUST-105,2026-01-16 11:00:00,9,51.21,BR-4
ORD-1372,CUST-198,2026-01-16 12:00:00,7,169.95,BR-1
ORD-1373,CUST-136,2026-01-16 13:00:00,3,284.32,BR-2
ORD-1374,CUST-123,2026-01-16 14:00:00,3,66.76,BR-4
ORD-1375,CUST-192,2026-01-16 15:00:00,8,194.58,BR-1
ORD-1376,CUST-145,2026-01-16 16:00:00,5,14.45,BR-3
ORD-1377,CUST-152,2026-01-16 17:00:00,4,411.15,BR-4
